2014-02-14 15:30:33,482 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6833f0de: startup date [Fri Feb 14 15:30:33 PST 2014]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2014-02-14 16:43:54,056 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:44:04,058 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:44:14,060 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:44:24,063 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:44:34,066 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:44:44,069 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:44:54,071 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:45:04,074 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:45:14,076 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:45:24,078 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:45:34,081 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:45:44,083 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:45:54,085 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:46:04,087 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:46:14,090 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:46:24,092 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:46:34,095 | INFO  | Database /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/kahadb/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main
2014-02-14 16:46:55,651 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57222-1392424397121-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2014-02-14 16:46:57,631 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2014-02-14 16:46:59,631 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2014-02-14 16:46:59,637 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2014-02-14 16:47:01,638 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2014-02-14 16:47:01,718 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2014-02-14 16:47:01,722 | INFO  | PListStore:[/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2014-02-14 16:47:01,723 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2014-02-14 16:47:01,723 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2014-02-14 16:47:01,724 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2014-02-14 16:47:02,087 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57222-1392424397121-0:1) uptime 13 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2014-02-14 16:47:02,088 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57222-1392424397121-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2014-02-14 16:47:02,089 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6833f0de: startup date [Fri Feb 14 16:33:15 PST 2014]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2014-02-14 16:47:02,117 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2014-02-14 16:47:02,121 | INFO  | Destroying hawtio authentication filter | io.hawt.web.AuthenticationFilter | ActiveMQ ShutdownHook
2014-02-14 16:52:50,107 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@67eb366: startup date [Fri Feb 14 16:52:50 PST 2014]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2014-02-14 16:52:51,014 | INFO  | PListStore:[/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2014-02-14 16:52:51,045 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2014-02-14 16:52:51,377 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2014-02-14 16:52:51,390 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2014-02-14 16:52:51,423 | INFO  | Recovery replayed 836 operations from the journal in 0.042 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2014-02-14 16:52:51,569 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57596-1392425571443-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2014-02-14 16:52:51,586 | INFO  | Listening for connections at: tcp://Davids-MacBook-Pro-3.local:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2014-02-14 16:52:51,588 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2014-02-14 16:52:51,593 | INFO  | Listening for connections at: amqp://Davids-MacBook-Pro-3.local:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2014-02-14 16:52:51,596 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2014-02-14 16:52:51,601 | INFO  | Listening for connections at: stomp://Davids-MacBook-Pro-3.local:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2014-02-14 16:52:51,603 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2014-02-14 16:52:51,607 | INFO  | Listening for connections at: mqtt://Davids-MacBook-Pro-3.local:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2014-02-14 16:52:51,608 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2014-02-14 16:52:51,714 | INFO  | Listening for connections at ws://Davids-MacBook-Pro-3.local:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2014-02-14 16:52:51,715 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2014-02-14 16:52:51,717 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57596-1392425571443-0:1) started | org.apache.activemq.broker.BrokerService | main
2014-02-14 16:52:51,718 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2014-02-14 16:52:51,719 | WARN  | Store limit is 102400 mb, whilst the data directory: /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/kahadb only has 10153 mb of usable space - resetting to maximum available disk space: 10153 mb | org.apache.activemq.broker.BrokerService | main
2014-02-14 16:52:51,720 | ERROR | Temporary Store limit is 51200 mb, whilst the temporary data directory: /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/localhost/tmp_storage only has 10153 mb of usable space - resetting to maximum available 10153 mb. | org.apache.activemq.broker.BrokerService | main
2014-02-14 16:52:52,001 | INFO  | Welcome to hawtio 1.2-M23 : http://hawt.io/ : Don't cha wish your console was hawt like me? ;-) | io.hawt.jmx.JmxTreeWatcher | main
2014-02-14 16:52:52,005 | INFO  | Starting hawtio authentication filter, JAAS realm: "activemq" authorized role: "admins" role principal classes: "org.apache.activemq.jaas.GroupPrincipal" | io.hawt.web.AuthenticationFilter | main
2014-02-14 16:52:52,040 | INFO  | Using file upload directory: /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/tmp/uploads | io.hawt.web.UploadServlet | main
2014-02-14 16:52:52,052 | INFO  | jolokia-agent: Using access restrictor classpath:/jolokia-access.xml | /hawtio | main
2014-02-14 16:52:52,198 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2014-02-14 16:52:52,223 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2014-02-14 16:56:53,359 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57596-1392425571443-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-26
2014-02-14 16:56:53,698 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-26
2014-02-14 16:56:55,699 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-26
2014-02-14 16:56:57,701 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-26
2014-02-14 16:56:59,702 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-26
2014-02-14 16:56:59,782 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-26
2014-02-14 16:56:59,786 | INFO  | PListStore:[/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-26
2014-02-14 16:56:59,787 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-26
2014-02-14 16:56:59,787 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-26
2014-02-14 16:56:59,789 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-26
2014-02-14 16:57:00,014 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57596-1392425571443-0:1) uptime 4 minutes | org.apache.activemq.broker.BrokerService | Thread-26
2014-02-14 16:57:00,015 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57596-1392425571443-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-26
2014-02-14 16:57:00,016 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@67eb366: startup date [Fri Feb 14 16:52:50 PST 2014]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-26
2014-02-14 16:57:00,046 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-26
2014-02-14 16:57:00,049 | INFO  | Destroying hawtio authentication filter | io.hawt.web.AuthenticationFilter | Thread-26
2014-02-14 17:06:38,151 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@67eb366: startup date [Fri Feb 14 17:06:38 PST 2014]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2014-02-14 17:06:39,042 | INFO  | PListStore:[/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2014-02-14 17:06:39,080 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2014-02-14 17:06:39,410 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2014-02-14 17:06:39,424 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2014-02-14 17:06:39,458 | INFO  | Recovery replayed 887 operations from the journal in 0.043 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2014-02-14 17:06:39,602 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57835-1392426399475-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2014-02-14 17:06:39,727 | INFO  | Connector http started | org.apache.activemq.broker.TransportConnector | main
2014-02-14 17:06:39,729 | INFO  | Apache ActiveMQ 5.9.0 (localhost, ID:Davids-MacBook-Pro-3.local-57835-1392426399475-0:1) started | org.apache.activemq.broker.BrokerService | main
2014-02-14 17:06:39,731 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2014-02-14 17:06:39,733 | WARN  | Store limit is 102400 mb, whilst the data directory: /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/kahadb only has 10154 mb of usable space - resetting to maximum available disk space: 10154 mb | org.apache.activemq.broker.BrokerService | main
2014-02-14 17:06:39,735 | ERROR | Temporary Store limit is 51200 mb, whilst the temporary data directory: /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/data/localhost/tmp_storage only has 10154 mb of usable space - resetting to maximum available 10154 mb. | org.apache.activemq.broker.BrokerService | main
2014-02-14 17:06:40,020 | INFO  | Welcome to hawtio 1.2-M23 : http://hawt.io/ : Don't cha wish your console was hawt like me? ;-) | io.hawt.jmx.JmxTreeWatcher | main
2014-02-14 17:06:40,025 | INFO  | Starting hawtio authentication filter, JAAS realm: "activemq" authorized role: "admins" role principal classes: "org.apache.activemq.jaas.GroupPrincipal" | io.hawt.web.AuthenticationFilter | main
2014-02-14 17:06:40,061 | INFO  | Using file upload directory: /Users/davidlaube/Documents/Projects/ActiveMQ/amq-example/apache-activemq-5.9.0-b/tmp/uploads | io.hawt.web.UploadServlet | main
2014-02-14 17:06:40,072 | INFO  | jolokia-agent: Using access restrictor classpath:/jolokia-access.xml | /hawtio | main
2014-02-14 17:06:40,220 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2014-02-14 17:06:40,247 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2014-02-14 17:06:40,402 | WARN  | FAILED SelectChannelConnector@0.0.0.0:8161: java.net.BindException: Address already in use | org.eclipse.jetty.util.component.AbstractLifeCycle | main
java.net.BindException: Address already in use
	at sun.nio.ch.Net.bind(Native Method)
	at sun.nio.ch.ServerSocketChannelImpl.bind(ServerSocketChannelImpl.java:124)
	at sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:59)
	at org.eclipse.jetty.server.nio.SelectChannelConnector.open(SelectChannelConnector.java:187)
	at org.eclipse.jetty.server.AbstractConnector.doStart(AbstractConnector.java:316)
	at org.eclipse.jetty.server.nio.SelectChannelConnector.doStart(SelectChannelConnector.java:265)
	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64)
	at org.eclipse.jetty.server.Server.doStart(Server.java:290)
	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeCustomInitMethod(AbstractAutowireCapableBeanFactory.java:1608)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1549)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1479)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:521)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:458)
	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:295)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:223)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:292)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:628)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:932)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:479)
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:64)
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:52)
	at org.apache.activemq.xbean.XBeanBrokerFactory$1.<init>(XBeanBrokerFactory.java:104)
	at org.apache.activemq.xbean.XBeanBrokerFactory.createApplicationContext(XBeanBrokerFactory.java:104)
	at org.apache.activemq.xbean.XBeanBrokerFactory.createBroker(XBeanBrokerFactory.java:67)
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:71)
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:54)
	at org.apache.activemq.console.command.StartCommand.runTask(StartCommand.java:87)
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:57)
	at org.apache.activemq.console.command.ShellCommand.runTask(ShellCommand.java:150)
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:57)
	at org.apache.activemq.console.command.ShellCommand.main(ShellCommand.java:104)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.apache.activemq.console.Main.runTaskClass(Main.java:262)
	at org.apache.activemq.console.Main.main(Main.java:115)
2014-02-14 17:06:40,406 | WARN  | FAILED org.eclipse.jetty.server.Server@4b61cd25: java.net.BindException: Address already in use | org.eclipse.jetty.util.component.AbstractLifeCycle | main
java.net.BindException: Address already in use
	at sun.nio.ch.Net.bind(Native Method)
	at sun.nio.ch.ServerSocketChannelImpl.bind(ServerSocketChannelImpl.java:124)
	at sun.nio.ch.ServerSocketAdaptor.bind(ServerSocketAdaptor.java:59)
	at org.eclipse.jetty.server.nio.SelectChannelConnector.open(SelectChannelConnector.java:187)
	at org.eclipse.jetty.server.AbstractConnector.doStart(AbstractConnector.java:316)
	at org.eclipse.jetty.server.nio.SelectChannelConnector.doStart(SelectChannelConnector.java:265)
	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64)
	at org.eclipse.jetty.server.Server.doStart(Server.java:290)
	at org.eclipse.jetty.util.component.AbstractLifeCycle.start(AbstractLifeCycle.java:64)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeCustomInitMethod(AbstractAutowireCapableBeanFactory.java:1608)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1549)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1479)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:521)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:458)
	at org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:295)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:223)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:292)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:628)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:932)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:479)
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:64)
	at org.apache.xbean.spring.context.ResourceXmlApplicationContext.<init>(ResourceXmlApplicationContext.java:52)
	at org.apache.activemq.xbean.XBeanBrokerFactory$1.<init>(XBeanBrokerFactory.java:104)
	at org.apache.activemq.xbean.XBeanBrokerFactory.createApplicationContext(XBeanBrokerFactory.java:104)
	at org.apache.activemq.xbean.XBeanBrokerFactory.createBroker(XBeanBrokerFactory.java:67)
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:71)
	at org.apache.activemq.broker.BrokerFactory.createBroker(BrokerFactory.java:54)
	at org.apache.activemq.console.command.StartCommand.runTask(StartCommand.java:87)
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:57)
	at org.apache.activemq.console.command.ShellCommand.runTask(ShellCommand.java:150)
	at org.apache.activemq.console.command.AbstractCommand.execute(AbstractCommand.java:57)
	at org.apache.activemq.console.command.ShellCommand.main(ShellCommand.java:104)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.apache.activemq.console.Main.runTaskClass(Main.java:262)
	at org.apache.activemq.console.Main.main(Main.java:115)
